initialRegeneration,time,Down > 0
Up Clock @ waitClock|0,0.00,0.000000000
Up Clock @ waitClock|0,0.25,0.000000155
Up Clock @ waitClock|0,0.50,0.000000619
Up Clock @ waitClock|0,0.75,0.000001393
Up Clock @ waitClock|0,1.00,0.000002476
Up Clock @ waitClock|0,1.25,0.000003867
Up Clock @ waitClock|0,1.50,0.000005565
Up Clock @ waitClock|0,1.75,0.000007572
Up Clock @ waitClock|0,2.00,0.000009885
Up Clock @ waitClock|0,2.25,0.000012505
Up Clock @ waitClock|0,2.50,0.000015432
Up Clock @ waitClock|0,2.75,0.000018664
Up Clock @ waitClock|0,3.00,0.000022202
Up Clock @ waitClock|0,3.25,0.000026045
Up Clock @ waitClock|0,3.50,0.000030193
Up Clock @ waitClock|0,3.75,0.000034645
Up Clock @ waitClock|0,4.00,0.000039400
Up Clock @ waitClock|0,4.25,0.000044459
Up Clock @ waitClock|0,4.50,0.000049822
Up Clock @ waitClock|0,4.75,0.000055486
Up Clock @ waitClock|0,5.00,0.000061453
Up Clock @ waitClock|0,5.25,0.000067722
Up Clock @ waitClock|0,5.50,0.000074292
Up Clock @ waitClock|0,5.75,0.000081164
Up Clock @ waitClock|0,6.00,0.000088335
Up Clock @ waitClock|0,6.25,0.000095807
Up Clock @ waitClock|0,6.50,0.000103579
Up Clock @ waitClock|0,6.75,0.000111650
Up Clock @ waitClock|0,7.00,0.000120020
Up Clock @ waitClock|0,7.25,0.000128689
Up Clock @ waitClock|0,7.50,0.000137656
Up Clock @ waitClock|0,7.75,0.000146921
Up Clock @ waitClock|0,8.00,0.000156483
Up Clock @ waitClock|0,8.25,0.000166342
Up Clock @ waitClock|0,8.50,0.000176497
Up Clock @ waitClock|0,8.75,0.000186949
Up Clock @ waitClock|0,9.00,0.000197696
Up Clock @ waitClock|0,9.25,0.000208739
Up Clock @ waitClock|0,9.50,0.000220077
Up Clock @ waitClock|0,9.75,0.000231709
Up Clock @ waitClock|0,10.00,0.000243636
Up Clock @ waitClock|0,10.25,0.000255856
Up Clock @ waitClock|0,10.50,0.000268370
Up Clock @ waitClock|0,10.75,0.000281176
Up Clock @ waitClock|0,11.00,0.000294276
Up Clock @ waitClock|0,11.25,0.000307667
Up Clock @ waitClock|0,11.50,0.000321350
Up Clock @ waitClock|0,11.75,0.000335325
Up Clock @ waitClock|0,12.00,0.000349591
Up Clock @ waitClock|0,12.25,0.000364147
Up Clock @ waitClock|0,12.50,0.000378993
Up Clock @ waitClock|0,12.75,0.000394130
Up Clock @ waitClock|0,13.00,0.000409555
Up Clock @ waitClock|0,13.25,0.000425270
Up Clock @ waitClock|0,13.50,0.000441273
Up Clock @ waitClock|0,13.75,0.000457565
Up Clock @ waitClock|0,14.00,0.000474145
Up Clock @ waitClock|0,14.25,0.000491012
Up Clock @ waitClock|0,14.50,0.000508166
Up Clock @ waitClock|0,14.75,0.000525606
Up Clock @ waitClock|0,15.00,0.000543334
Up Clock @ waitClock|0,15.25,0.000561347
Up Clock @ waitClock|0,15.50,0.000579645
Up Clock @ waitClock|0,15.75,0.000598229
Up Clock @ waitClock|0,16.00,0.000617097
Up Clock @ waitClock|0,16.25,0.000636250
Up Clock @ waitClock|0,16.50,0.000655687
Up Clock @ waitClock|0,16.75,0.000675407
Up Clock @ waitClock|0,17.00,0.000695411
Up Clock @ waitClock|0,17.25,0.000715697
Up Clock @ waitClock|0,17.50,0.000736266
Up Clock @ waitClock|0,17.75,0.000757117
Up Clock @ waitClock|0,18.00,0.000778250
Up Clock @ waitClock|0,18.25,0.000799664
Up Clock @ waitClock|0,18.50,0.000821358
Up Clock @ waitClock|0,18.75,0.000843334
Up Clock @ waitClock|0,19.00,0.000865589
Up Clock @ waitClock|0,19.25,0.000888124
Up Clock @ waitClock|0,19.50,0.000910939
Up Clock @ waitClock|0,19.75,0.000934032
Up Clock @ waitClock|0,20.00,0.000957405
Up Clock @ waitClock|0,20.25,0.000981055
Up Clock @ waitClock|0,20.50,0.001004983
Up Clock @ waitClock|0,20.75,0.001029189
Up Clock @ waitClock|0,21.00,0.001053672
Up Clock @ waitClock|0,21.25,0.001078431
Up Clock @ waitClock|0,21.50,0.001103467
Up Clock @ waitClock|0,21.75,0.001128779
Up Clock @ waitClock|0,22.00,0.001154367
Up Clock @ waitClock|0,22.25,0.001180229
Up Clock @ waitClock|0,22.50,0.001206367
Up Clock @ waitClock|0,22.75,0.001232779
Up Clock @ waitClock|0,23.00,0.001259465
Up Clock @ waitClock|0,23.25,0.001286424
Up Clock @ waitClock|0,23.50,0.001313658
Up Clock @ waitClock|0,23.75,0.001341164
Up Clock @ waitClock|0,24.00,0.001368942
Up Clock @ waitClock|0,24.25,0.001396993
Up Clock @ waitClock|0,24.50,0.001425316
Up Clock @ waitClock|0,24.75,0.001453910
Up Clock @ waitClock|0,25.00,0.001482775
Up Clock @ waitClock|0,25.25,0.001511911
Up Clock @ waitClock|0,25.50,0.001541317
Up Clock @ waitClock|0,25.75,0.001570993
Up Clock @ waitClock|0,26.00,0.001600939
Up Clock @ waitClock|0,26.25,0.001631154
Up Clock @ waitClock|0,26.50,0.001661638
Up Clock @ waitClock|0,26.75,0.001692391
Up Clock @ waitClock|0,27.00,0.001723411
Up Clock @ waitClock|0,27.25,0.001754700
Up Clock @ waitClock|0,27.50,0.001786256
Up Clock @ waitClock|0,27.75,0.001818078
Up Clock @ waitClock|0,28.00,0.001850168
Up Clock @ waitClock|0,28.25,0.001882523
Up Clock @ waitClock|0,28.50,0.001915145
Up Clock @ waitClock|0,28.75,0.001948032
Up Clock @ waitClock|0,29.00,0.001981185
Up Clock @ waitClock|0,29.25,0.002014602
Up Clock @ waitClock|0,29.50,0.002048284
Up Clock @ waitClock|0,29.75,0.002082229
Up Clock @ waitClock|0,30.00,0.002116439
